"","X","Year","Region","Species","Latitude","Latitude_std_err","Longitude","Longitude_std_err","Depth","Depth_std_err","Common.Name"
"67",22979,1988,"Maritimes Summer","Homarus americanus",43.4411550084286,0.276340276940223,-65.1526658054275,0.564013713867502,121.008631338729,15.0941609922706,"American lobster"
"68",22980,1989,"Maritimes Summer","Homarus americanus",43.0599304822885,0.219925757651461,-65.6586377002319,0.239298984322811,116.149384997785,11.6525643250237,"American lobster"
"69",22981,1990,"Maritimes Summer","Homarus americanus",43.2108716410528,0.242114194154329,-64.1101167167499,0.757021752806293,150.220894793766,21.7105847125128,"American lobster"
"70",22982,1991,"Maritimes Summer","Homarus americanus",43.7893830441743,0.321421765910274,-60.7351652682391,0.475992303476856,131.918246817673,61.3234882499171,"American lobster"
"71",22983,1992,"Maritimes Summer","Homarus americanus",43.4052660233756,0.269655301772947,-64.0048236916396,1.11079295542634,96.077978968817,14.6360420530509,"American lobster"
"72",22984,1993,"Maritimes Summer","Homarus americanus",43.3776225964943,0.303917796197654,-64.1068252913418,0.761398796577146,132.776881264735,20.91371947144,"American lobster"
"73",22985,1994,"Maritimes Summer","Homarus americanus",42.8398986263399,0.138580229720783,-65.9908563434907,0.439624407915741,147.938697665734,18.0286652600149,"American lobster"
"74",22986,1995,"Maritimes Summer","Homarus americanus",42.9678306783887,0.214197783052015,-65.6864796091245,0.382447861529483,131.321792917055,8.4416331998497,"American lobster"
"75",22987,1996,"Maritimes Summer","Homarus americanus",43.8722330975416,0.255495745979896,-66.2322111486708,0.428116367584778,143.783897099759,13.5083009378145,"American lobster"
"76",22988,1997,"Maritimes Summer","Homarus americanus",43.1096509861438,0.309783965988626,-65.9783379364109,0.113437216048949,120.039150336518,11.6276765143987,"American lobster"
"77",22989,1998,"Maritimes Summer","Homarus americanus",43.0953379350452,0.236869192774188,-65.6551037757658,0.311381505444398,127.867172508843,13.0489792921996,"American lobster"
"78",22990,1999,"Maritimes Summer","Homarus americanus",42.8969861209944,0.169781074807652,-65.7292032220091,0.268943577322036,126.799585199207,9.60593835079377,"American lobster"
"79",22991,2000,"Maritimes Summer","Homarus americanus",43.370184083071,0.239247268825881,-64.70388842241,0.491592394978021,126.72701165702,14.5049404887477,"American lobster"
"80",22992,2001,"Maritimes Summer","Homarus americanus",43.6141940337836,0.257587659134438,-66.2259216879794,0.228433791842566,139.39703520549,11.0739963659845,"American lobster"
"81",22993,2002,"Maritimes Summer","Homarus americanus",43.5462682445673,0.16260714526781,-63.0325217677279,0.765240641822377,120.624294976545,8.40472945414707,"American lobster"
"82",22994,2003,"Maritimes Summer","Homarus americanus",43.5284132081706,0.269355405815266,-65.8210692922609,0.346912123240094,131.715556313647,15.2317646426152,"American lobster"
"83",22995,2004,"Maritimes Summer","Homarus americanus",43.5526658461354,0.206189621912796,-65.1459441147205,0.520715336192789,136.495897262654,12.9710417258508,"American lobster"
"84",22996,2005,"Maritimes Summer","Homarus americanus",43.1158044041404,0.144046901414055,-64.7793971474283,0.508160926715852,128.744789413116,9.33210455142598,"American lobster"
"85",22997,2006,"Maritimes Summer","Homarus americanus",43.1598829436744,0.152131730356058,-63.9460887415684,0.633327915696755,124.930585128235,9.00701842270821,"American lobster"
"86",22998,2007,"Maritimes Summer","Homarus americanus",42.9574883512625,0.174143838764825,-65.4675235846474,0.338931823600857,127.876692951818,8.69441861536409,"American lobster"
"87",22999,2008,"Maritimes Summer","Homarus americanus",43.3352321015224,0.217223732437407,-64.8559132843246,0.470288878713677,150.912231014042,18.8497909147763,"American lobster"
"88",23000,2009,"Maritimes Summer","Homarus americanus",43.4430486193462,0.16636619482773,-64.3499604102435,0.470713485620884,120.583991063259,7.93741700860244,"American lobster"
"89",23001,2010,"Maritimes Summer","Homarus americanus",43.3213328999306,0.191366744680349,-64.7080428236511,0.55310424576442,123.43940827641,9.87143867621643,"American lobster"
"90",23002,2011,"Maritimes Summer","Homarus americanus",43.6489412813377,0.186842029617836,-64.363138548229,0.527871730494985,116.776233786525,10.8005764703769,"American lobster"
"91",23003,2012,"Maritimes Summer","Homarus americanus",43.8605570951626,0.197967158001283,-64.9945249386847,0.490119317683937,112.111560041748,10.8427699442679,"American lobster"
"92",23004,2013,"Maritimes Summer","Homarus americanus",43.8913942876537,0.182062710346229,-64.5714615497738,0.53774824482261,111.71283386468,10.2790208995639,"American lobster"
"93",23005,2014,"Maritimes Summer","Homarus americanus",43.3983481452138,0.171534889817865,-64.8216334683717,0.379951220117761,101.75324936393,7.5062774267547,"American lobster"
"94",23006,2015,"Maritimes Summer","Homarus americanus",43.7010423173522,0.181553674014197,-64.8592484074829,0.501060151243557,113.162243796825,9.32949141262283,"American lobster"
"95",23007,2016,"Maritimes Summer","Homarus americanus",43.7474281059816,0.18928995192879,-65.853562493688,0.295087729778677,123.857876874794,11.112366318931,"American lobster"
"96",23008,2017,"Maritimes Summer","Homarus americanus",43.637313532725,0.167977125606505,-64.7661193489707,0.371193889270267,116.552296672449,9.73151690621232,"American lobster"
"97",23009,2019,"Maritimes Summer","Homarus americanus",43.3291085127906,0.169029837467936,-65.4254903011402,0.343842215587302,119.273535062327,11.4220211053289,"American lobster"
"98",23010,2020,"Maritimes Summer","Homarus americanus",43.517597331803,0.1624485130275,-65.2195946639412,0.348199772460478,107.856070771124,9.33970284114068,"American lobster"
"99",23941,1970,"Maritimes Summer","Urophycis chuss",43.5962348976159,0.0327633414514414,-60.2366909767336,0.0712536816599355,100.704433328316,11.7467890716036,"Red hake"
"100",23942,1971,"Maritimes Summer","Urophycis chuss",43.5447761717257,0.0116190488699179,-60.3411504139059,0.326233558232886,113.769451036651,4.58179968990283,"Red hake"
"101",23943,1972,"Maritimes Summer","Urophycis chuss",,,,,,,"Red hake"
"102",23944,1973,"Maritimes Summer","Urophycis chuss",42.7703896663187,0.197334565438884,-65.4106544450783,0.590106049360095,129.22566848278,4.85891524145192,"Red hake"
"103",23945,1974,"Maritimes Summer","Urophycis chuss",44.0749245283019,0,-62.0179017169811,0,137.914811320755,0,"Red hake"
"104",23946,1975,"Maritimes Summer","Urophycis chuss",,,,,,,"Red hake"
"105",23947,1977,"Maritimes Summer","Urophycis chuss",42.8290504278079,0.101025556392161,-63.0832783308825,0.677232008827545,255.057834620091,1.75925775276995,"Red hake"
"106",23948,1978,"Maritimes Summer","Urophycis chuss",44.9119917061069,,-60.735093519084,,139.041259541985,,"Red hake"
"107",23949,1979,"Maritimes Summer","Urophycis chuss",43.9861267247241,0.145216512650173,-61.8646115504751,0.441950383614084,104.546709217803,11.6670814025751,"Red hake"
"108",23950,1980,"Maritimes Summer","Urophycis chuss",44.0575454754394,0.1449915205078,-62.2501851065645,0.397777165921889,119.680460947752,8.6192025548885,"Red hake"
"109",23951,1981,"Maritimes Summer","Urophycis chuss",44.0925635556002,0.140694298956011,-62.5440787863224,0.517102200579401,142.52347480999,7.77395089101929,"Red hake"
"110",23952,1982,"Maritimes Summer","Urophycis chuss",43.5796486989055,0.199798493598841,-63.5115743404808,0.56117561427252,149.011389911978,10.363686987585,"Red hake"
"111",23953,1983,"Maritimes Summer","Urophycis chuss",44.2894308270425,0.171081260176883,-62.5096395208449,0.520086517319595,148.641900582661,6.43090960564895,"Red hake"
"112",23954,1984,"Maritimes Summer","Urophycis chuss",43.2098746890501,0.149968977627716,-64.6069830294914,0.425247166326251,134.189701442589,6.77575769310009,"Red hake"
"113",23955,1985,"Maritimes Summer","Urophycis chuss",44.0313548804432,0.188201279847169,-62.4316530893269,0.456462956921039,138.430487008293,9.56502505262015,"Red hake"
"114",23956,1986,"Maritimes Summer","Urophycis chuss",43.6834031987601,0.130291872852656,-62.8854009549921,0.449680093544398,125.736656433113,8.59227277596244,"Red hake"
"115",23957,1987,"Maritimes Summer","Urophycis chuss",44.1818459226361,0.297063083129755,-62.786809743914,0.528430691945577,181.408674546085,14.7451808728011,"Red hake"
"116",23958,1988,"Maritimes Summer","Urophycis chuss",43.6216704002805,0.123357337898585,-63.4979716840944,0.471118270710641,141.420584731075,9.39435776462247,"Red hake"
"117",23959,1989,"Maritimes Summer","Urophycis chuss",43.4819195941149,0.16059305231305,-63.4719533513448,0.409219897547854,138.911241185607,8.77177759720258,"Red hake"
"118",23960,1990,"Maritimes Summer","Urophycis chuss",43.5063581936415,0.139137625422811,-63.0888174993092,0.534610891990396,122.876365611903,12.5915260102647,"Red hake"
"119",23961,1991,"Maritimes Summer","Urophycis chuss",43.7009165162629,0.151555123864214,-64.5510590736773,0.487009979794042,131.851178060191,12.3913339592717,"Red hake"
"120",23962,1992,"Maritimes Summer","Urophycis chuss",43.4022568693683,0.126377944906645,-64.5650336744114,0.566277266659588,162.084127273379,12.0802973326478,"Red hake"
"121",23963,1993,"Maritimes Summer","Urophycis chuss",43.5616712751488,0.12726900910575,-64.3113894051668,0.448116778524702,127.303098560237,8.01186367532149,"Red hake"
"122",23964,1994,"Maritimes Summer","Urophycis chuss",43.4848122386367,0.118861349359397,-64.0700371022752,0.356645196378054,133.050898571006,6.71540019937303,"Red hake"
"123",23965,1995,"Maritimes Summer","Urophycis chuss",43.6207415915721,0.123123658617478,-64.3315165763708,0.484208400552885,141.825151022822,9.01947737499902,"Red hake"
"124",23966,1996,"Maritimes Summer","Urophycis chuss",43.5190283136256,0.112313368846509,-64.9716330247607,0.447480878170295,151.048027867244,7.55901457634837,"Red hake"
"125",23967,1997,"Maritimes Summer","Urophycis chuss",43.4527964185822,0.102174703845056,-63.3870071204408,0.397770682727803,152.681936268086,10.7371135700164,"Red hake"
"126",23968,1998,"Maritimes Summer","Urophycis chuss",43.7826048505393,0.137321605527494,-62.6638735345684,0.534687302133222,173.994065591466,9.56048392004147,"Red hake"
"127",23969,1999,"Maritimes Summer","Urophycis chuss",43.5594453917076,0.142512779325777,-63.3713055157609,0.518706480640297,144.658020677371,10.1684777330335,"Red hake"
"128",23970,2000,"Maritimes Summer","Urophycis chuss",43.3784995750173,0.124611144410911,-65.0035435420873,0.408086815649212,146.668770990305,9.36624539120646,"Red hake"
"129",23971,2001,"Maritimes Summer","Urophycis chuss",43.2620963409707,0.0987776164207866,-64.6915958611172,0.284128376118617,144.364204016587,6.76487295020408,"Red hake"
"130",23972,2002,"Maritimes Summer","Urophycis chuss",43.4222482060162,0.110246773955049,-64.8641544668942,0.421215658688631,151.04339054837,9.47650370807961,"Red hake"
"131",23973,2003,"Maritimes Summer","Urophycis chuss",43.349930037012,0.116801273117404,-64.5035340142215,0.368074208191257,143.249896729773,8.86149605955139,"Red hake"
"132",23974,2004,"Maritimes Summer","Urophycis chuss",44.0227653767526,0.157990151746233,-63.3120511657524,0.45805111896224,137.785918267204,7.82303094954135,"Red hake"
"133",23975,2005,"Maritimes Summer","Urophycis chuss",43.5707758003649,0.154134539701747,-63.67036650503,0.553922254533826,147.215348111271,9.11496085572244,"Red hake"
"134",23976,2006,"Maritimes Summer","Urophycis chuss",43.4552984748209,0.133154378306688,-64.1972827992182,0.442866598588705,140.706696703731,9.06948872145144,"Red hake"
"135",23977,2007,"Maritimes Summer","Urophycis chuss",43.5235534860973,0.145908314513273,-64.1903205656068,0.428608836444303,148.523648415475,7.70671047342466,"Red hake"
"136",23978,2008,"Maritimes Summer","Urophycis chuss",43.413505407707,0.124516571176168,-64.3152380118375,0.378791877618642,162.569770881691,10.1080441070937,"Red hake"
"137",23979,2009,"Maritimes Summer","Urophycis chuss",43.7317189294577,0.136080095049198,-63.5054567907166,0.416041601422811,158.072707752387,9.50956902212083,"Red hake"
"138",23980,2010,"Maritimes Summer","Urophycis chuss",43.6504574939937,0.137260743793448,-64.2382752126777,0.438897974475701,140.367080411843,8.25155280011137,"Red hake"
"139",23981,2011,"Maritimes Summer","Urophycis chuss",43.6086377339701,0.137833889962287,-62.9547243985826,0.460737234160486,131.960483762703,9.0742451545468,"Red hake"
"140",23982,2012,"Maritimes Summer","Urophycis chuss",43.3554949695103,0.120310599035035,-63.8995395882674,0.404275563366503,129.427601874163,8.08268877060732,"Red hake"
"141",23983,2013,"Maritimes Summer","Urophycis chuss",43.4256821942544,0.0977417996490478,-63.1446799412935,0.480930726274758,147.833446731305,8.76009639961934,"Red hake"
"142",23984,2014,"Maritimes Summer","Urophycis chuss",43.4835232730489,0.117835852489971,-64.1617334804913,0.390765339822741,132.299266783497,7.96598008434611,"Red hake"
"143",23985,2015,"Maritimes Summer","Urophycis chuss",43.5746244024948,0.111653324450381,-63.6010592129814,0.409924145364238,137.913165165471,6.71663681805014,"Red hake"
"144",23986,2016,"Maritimes Summer","Urophycis chuss",43.4561600193091,0.107506296812733,-63.5457192597528,0.366105973371055,128.059343890892,8.03705931682522,"Red hake"
"145",23987,2017,"Maritimes Summer","Urophycis chuss",43.5940720042137,0.140705202642843,-63.7819150099737,0.399650714138702,143.199731140816,7.53646601150041,"Red hake"
"146",23988,2019,"Maritimes Summer","Urophycis chuss",43.968673731285,0.187702048363561,-63.0343600684404,0.487046680755206,139.125218454238,9.63790747632306,"Red hake"
"147",23989,2020,"Maritimes Summer","Urophycis chuss",43.4030450967889,0.132202139056424,-64.2833075219855,0.389023147590284,131.423248364425,7.98867923202704,"Red hake"
"148",24774,1974,"Northeast US Fall","Centropristis striata",37.5311296381581,0.365362529320969,-74.4084853012876,0.397667091911619,35.7722889783641,1.51075961161344,"Black sea bass"
"149",24775,1975,"Northeast US Fall","Centropristis striata",37.8992575667253,0.456325525260183,-74.2978597940785,0.250931587072037,58.1588348665628,11.126976842815,"Black sea bass"
"150",24776,1976,"Northeast US Fall","Centropristis striata",39.5494254278504,0.504116034453618,-71.8515576578357,0.689228349510161,55.6967183542016,6.11659397819973,"Black sea bass"
"151",24777,1977,"Northeast US Fall","Centropristis striata",39.1952422902925,0.304465274528442,-73.4143699400525,0.336446599448455,37.7069710315774,1.39161828170468,"Black sea bass"
"152",24778,1978,"Northeast US Fall","Centropristis striata",39.8008093405987,0.514993838005457,-72.4928822408004,0.620447340075927,39.4805994587843,2.0698229180298,"Black sea bass"
"153",24779,1979,"Northeast US Fall","Centropristis striata",39.3039924317349,0.63721867237522,-72.5177378859628,0.850960305433812,37.2887863948366,2.93257608377003,"Black sea bass"
"154",24780,1980,"Northeast US Fall","Centropristis striata",37.9827441186171,0.299787648171596,-74.812200760335,0.163051265523006,29.1786901659654,1.95907885680221,"Black sea bass"
"155",24781,1981,"Northeast US Fall","Centropristis striata",38.6587563350125,0.403287071582624,-73.6094163714903,0.433363541531489,36.4264039089958,1.96094616135494,"Black sea bass"
"156",24782,1982,"Northeast US Fall","Centropristis striata",38.9221605856997,0.460926370814325,-73.8100276899351,0.354130441269505,36.1853971528897,2.15545922934611,"Black sea bass"
"157",24783,1983,"Northeast US Fall","Centropristis striata",38.1113669508979,0.3613678300803,-74.595173994238,0.196559222521277,36.6682944504814,5.28723204793498,"Black sea bass"
"158",24784,1984,"Northeast US Fall","Centropristis striata",37.2512649313175,0.149081684052601,-75.0703722375193,0.0676319982266396,33.4410440752091,0.89026095197097,"Black sea bass"
"159",24785,1985,"Northeast US Fall","Centropristis striata",39.0602171988182,0.403978235163282,-73.232711371841,0.440763708991736,39.7072640141217,2.98726346542996,"Black sea bass"
"160",24786,1986,"Northeast US Fall","Centropristis striata",38.0713196134225,0.41074859283912,-74.3122844828328,0.401857186785166,41.9167276873561,4.24206487902182,"Black sea bass"
"161",24787,1987,"Northeast US Fall","Centropristis striata",38.2778906449983,0.45131446386166,-74.3853461239918,0.346552577112845,33.4401176868892,1.94177432355765,"Black sea bass"
"162",24788,1988,"Northeast US Fall","Centropristis striata",37.0263990861316,0.195462243876011,-75.1613816826933,0.0889490336857462,34.5994890429225,6.33782093715321,"Black sea bass"
"163",24789,1989,"Northeast US Fall","Centropristis striata",37.9659368880637,0.279393503623701,-74.7851426790994,0.121084430370027,31.1091193291096,2.10315906369779,"Black sea bass"
"164",24790,1990,"Northeast US Fall","Centropristis striata",37.7666757820071,0.302292531478346,-74.6395795355274,0.37509968285345,34.9473831790341,1.28666802130014,"Black sea bass"
"165",24791,1991,"Northeast US Fall","Centropristis striata",37.1772459832487,0.257454397480987,-75.158878903886,0.11733078108625,30.4063413055953,2.42815825282337,"Black sea bass"
"166",24792,1992,"Northeast US Fall","Centropristis striata",37.9355123750484,0.200683121074125,-74.7209783985851,0.109778126314293,34.8885158414891,1.75308514085374,"Black sea bass"
"167",24793,1993,"Northeast US Fall","Centropristis striata",37.2414304478967,0.168388884825702,-75.1782709674905,0.083351625709381,30.5466467489988,2.07721827820197,"Black sea bass"
"168",24794,1994,"Northeast US Fall","Centropristis striata",36.8775790408636,0.281921109656616,-75.0694637297697,0.0915663623669845,33.2973279703577,1.2377156548519,"Black sea bass"
"169",24795,1995,"Northeast US Fall","Centropristis striata",38.4384416684837,0.323194840851162,-74.1423324500172,0.239394326208484,39.1441113574046,3.61976763281685,"Black sea bass"
"170",24796,1996,"Northeast US Fall","Centropristis striata",37.5563050770539,0.363586451667889,-74.8689161627855,0.275303082148761,32.9266459258571,1.57968107697722,"Black sea bass"
"171",24797,1997,"Northeast US Fall","Centropristis striata",37.3051249238407,0.191716535032625,-75.0363324186433,0.15271456624583,32.9679632319026,1.29370888126126,"Black sea bass"
"172",24798,1998,"Northeast US Fall","Centropristis striata",37.1101598388709,0.0802634102033638,-75.155217220024,0.0377890462253425,32.4347184763021,1.02303521171771,"Black sea bass"
"173",24799,1999,"Northeast US Fall","Centropristis striata",38.7806199011847,0.25667898149281,-74.0574643040474,0.208745014919981,37.5976451065985,3.27297179042062,"Black sea bass"
"174",24800,2000,"Northeast US Fall","Centropristis striata",37.774732642039,0.267587181318426,-74.6737686804927,0.234996164494357,33.8274701996665,1.23071573956252,"Black sea bass"
"175",24801,2001,"Northeast US Fall","Centropristis striata",39.9643435018171,0.304481946838598,-72.8628704520559,0.339224238604422,38.2236971360432,3.05796021671049,"Black sea bass"
"176",24802,2002,"Northeast US Fall","Centropristis striata",37.462181246172,0.251364325844017,-74.8053892424367,0.172847329910229,35.3566457502963,1.79359272994594,"Black sea bass"
